source_id,target_id,source,licence,version
ncbigene:33769,uniprot:Q94890,uniprot,CC BY 4.0,2024_03
ncbigene:39041,uniprot:P48610,uniprot,CC BY 4.0,2024_03
ncbigene:41843,uniprot:Q24208,uniprot,CC BY 4.0,2024_03
ncbigene:38936,uniprot:Q9VSH3,uniprot,CC BY 4.0,2024_03
ncbigene:37804,uniprot:Q9W1G0,uniprot,CC BY 4.0,2024_03
ncbigene:34669,uniprot:P31368,uniprot,CC BY 4.0,2024_03
ncbigene:33112,uniprot:O61345,uniprot,CC BY 4.0,2024_03
ncbigene:40171,uniprot:Q9VW51,uniprot,CC BY 4.0,2024_03
ncbigene:38395,uniprot:Q9VZS7,uniprot,CC BY 4.0,2024_03
ncbigene:34156,uniprot:Q9VLM8,uniprot,CC BY 4.0,2024_03
ncbigene:40207,uniprot:Q9VW87,uniprot,CC BY 4.0,2024_03
ncbigene:31405,uniprot:Q24117,uniprot,CC BY 4.0,2024_03
ncbigene:40790,uniprot:Q05913,uniprot,CC BY 4.0,2024_03
ncbigene:39338,uniprot:Q9VTP4,uniprot,CC BY 4.0,2024_03
ncbigene:33943,uniprot:Q9VM95,uniprot,CC BY 4.0,2024_03
ncbigene:33178,uniprot:Q9VPK7,uniprot,CC BY 4.0,2024_03
ncbigene:37924,uniprot:Q9W148,uniprot,CC BY 4.0,2024_03
ncbigene:34978,uniprot:Q8MM24,uniprot,CC BY 4.0,2024_03
ncbigene:35953,uniprot:Q9V564,uniprot,CC BY 4.0,2024_03
ncbigene:34420,uniprot:P15357,uniprot,CC BY 4.0,2024_03
ncbigene:34970,uniprot:Q9NK57,uniprot,CC BY 4.0,2024_03
ncbigene:42821,uniprot:O77237,uniprot,CC BY 4.0,2024_03
ncbigene:43739,uniprot:P08879,uniprot,CC BY 4.0,2024_03
ncbigene:42971,uniprot:Q9I7I0,uniprot,CC BY 4.0,2024_03
ncbigene:31264,uniprot:O76908,uniprot,CC BY 4.0,2024_03
